0,1
b' phillyhealthsci Thanks Thats a very thorough assessment of my story ':,gratitude
b'I think the point is rather than taking deep breaths try to make inhale exhale even to lower CO2 ':,neutral
b'Nice infographic Retweeted We were taught that PD should be treated with Xanax ':,admiration
b'thanks for sharing Checkou':,gratitude
b'thanks for sharing If you know anyone interested in trying Freespira they can contact Dr Berma':,gratitude
b'thanks for sharing If you know anyone interested in trying Freespira they can contact Dr Berma':,gratitude
b'thanks for sharing If you know anyone who is interested in using Freespira they can contact Dr Berma':,gratitude
b'I dont need a green light I need a green card Painting by Val rie Cabare':,disapproval
b'Je vois que tu as pens moi ':,disapproval
b'Our pleasure Wishing you a gentle stress free weekend ':,admiration
b'thanks for sharin':,gratitude
b' AlanMahen how do you like your coffee ':,curiosity
b' backInTime ':,neutral
b' CNN damn good news Agent Coop TwinPeaks cherrypietoo':,admiration
b' CNN Good news for moderate coffee drinkers If you are a non coffee drinker you might want to start ':,curiosity
b' CNN Ha Whod have thought ':,neutral
b' CNN Ive got it just right ':,neutral
b' CNN Sorry this is False three cups a day had 5 to 9 lower risk of dying Wrong EVERYBODY is at 100 risk of dying ':,remorse
b' CNN Then agent Cooper will live longer than bbcdoctorwho':,neutral
b' CNN wow ':,surprise
b' davidamackey Ray4 17 coffee saves my life literally every day':,neutral
b' davidamackey Ray4 17 YES it does COFFEE GOOD ':,admiration
b' DeepakChopra It certainly is at my house even outside of these noted benefits ':,neutral
b' MeredythTV Coffee and Champagne Mere Theyre the only things that will keep us healthy and ALIVE Cheers':,neutral
b' Model Shots davidamackey I swear by my daily coffee overdose':,approval
b' Model Shots davidamackey More serious note The benefits even of drinking too much have been documented for a while ':,neutral
b' Model Shots davidamackey Ray4 17 sipping a little right now from McDonalds cold tonight in NC ':,neutral
b' Model Shots davidamackey Ray4 17 Stay warm Ronney amp have a cup 4 me too NO SUGAR though just the yellow stuff NO calories':,disapproval
b' PIX11News What is your daily intake ':,curiosity
b' RaisingOneBrow paleotectonics Ill raise my star trek coffee mug in a toast to that ':,neutral
b' SamLakeRMD CNN you will always be muadib to me brother ':,neutral
b' sanjiv chopra I read this whilst partaking in my savoured morning coffee insight b':,realization
b' Thanks I needed another excuse ':,gratitude
b' WLW':,neutral
b'Am planning to live forever then ':,neutral
b'any excuse to drink more coffee ':,neutral
b'As I sit here with my French press I hope thats true ':,optimism
b'As per Ayurveda Coffee is clearly no no Not sure which one to rely':,confusion
b'As the temperatures continue to drop this news is that much better ':,curiosity
b'best news ever ':,admiration
b'but it makes me feel SO GOOD to believe this double sigh Shall we volunteer for the RCT ':,admiration
b'Caffeine can be such a crazy drug':,neutral
b'Coladas a day will do you good my grandfather always said He lived to 100 BTW time for my second one JuriSense BullMoose1322':,admiration
b'Drink up buttercup Miss having coffee with you ':,neutral
b'every day dude ':,neutral
b'for another 10 years anyway MeredythT':,neutral
b'Great PR is to say something might make you live longer Hahah like you can sue if theyre wrong ':,admiration
b'Ha I thought that was strangely worded as well And here I thought they found the fountain of youth ':,neutral
b'I knew it It must be because coffee makes people happy See you in the morning pjscoffee':,joy
b'Im confused lol':,amusement
b'Im screwed I dont even like the scent of coffee ':,disapproval
b'Interesting Does coffee type effect the result I drink Turkish coffee Will that result same as black coffee ':,curiosity
b'keep hoping its true ':,neutral
b'knew it Lets fire up that percolator ':,neutral
b'known this for yrs PIX11News Coffee may literally be a lifesave':,neutral
b'lol Excellent point Many of my coworkers owe their lives to my morning brew Lol Coffeeneuring to save the world ':,amusement
b'looks like Im living to a hundred ':,neutral
b'music to my ears ':,sadness
b'My consumption saves the lives of quite a few ':,neutral
b'Nah Diet Coke ':,neutral
b'Posted this on Facebook earlier 15 clever uses for your favorite bean goes well with your post ':,neutral
b'Precisely Now CoffeePAUSE e back in 10 TwitterOn mj ':,neutral
b'See I try telling people ':,neutral
b'Sign me up ':,neutral
b'So my Dr is wrong Im gonna live forever with 2 pots a day lol':,amusement
b'surely everyone has the same rate of death We all die just the once':,neutral
b'Thank you You just justified me getting another cup this morning ':,gratitude
b'thanks':,gratitude
b'thanks for sharing Dirk van Graver have a great Tuesday insight b':,gratitude
b'thanks for sharing WYFF News 4 have a great Wednesday insight b':,gratitude
b'Thats a bandwagon I can jump on ':,approval
b'thats bold ':,neutral
b'thousand ':,neutral
b'thx 4 buying me another cup of coffee Strictly 4 health reasons of course ':,neutral
b'TRUE dat ':,neutral
b'Way to bring down the room Debbie Downer ':,neutral
b'why is that cup smoking like someone dropped a cigarette in it ':,curiosity
b'Woohoo Now if they would just put a stamp of approval on the light cream I add as well ':,neutral
b'XOXO miss you Lizbef ':,admiration
b'Yeah THIS month ':,joy
b'Youre going to live forever':,neutral
b' dangillmor Then Ill live forever ':,neutral
b' garyschwartzmd sxbegle Me too':,admiration
b' johnlank1021 well John looks like youre immortal ':,admiration
b' nellesapelle sxbegle ':,neutral
b' StacyTShaw HatersGonnaHate CoffeeStud':,admiration
b' statnews coffee addiction being what it is coffee quality surely rates higher than life expectancy ':,curiosity
b' statnews Dont know but at least Ill stay awake for more of it ':,confusion
b' sxbegle Great news What to do with all that extra time':,admiration
b' sxbegle I clearly went to the wrong source for my health news Sorry Wont happen again Though I could be the 1 in 1k ':,remorse
b' sxbegle Im noticing that the longer I drink coffee the longer I remain alive Proof enough for me ':,confusion
b' sxbegle Nice dissection ':,admiration
b'Ive got plenty of coffee in my system':,neutral
b'Ive just finished my third cup of the day I think Ill stop there to give myself a 9 percent lower risk of dying ':,realization
b'Liverforever ':,remorse
b'Not drinking coffee on the other hand simply makes life unbearable feelthebean':,neutral
b'Opposite might be true e g':,neutral
b'Was in DC for IARCs 1st proclamation Qd by experts then glad to see corrected 25 yrs later IMHO WHO needs to rethink IARC ':,joy
b'thanks for sharing Chicolico Kidswear have a great Wednesday insight b':,gratitude
b'thanks for sharing Karen Ansel have a great Sunday ':,gratitude
b'thanks for sharing Linda Bacon have a great Thursday ':,gratitude
b' CoMo kristin NPR Exactly gunsense has hurt mental health services amp increased fear amp stigma':,sadness
b' DMcglusky Grace Durbin biapayne Gund exist for multiple other purposes amp u must deal with reality of 2A gunsense':,neutral
b' DMcglusky Grace Durbin biapayne it doesnt change the simple fact that guns serve a single purpose They exist for the 1 ':,neutral
b' DMcglusky Grace Durbin biapayne sole reason of killing People should not be allowed to have that in their house 2 ':,neutral
b' gt v eluding us though its mocking us in plain sight Thnkx Jay for the prompt and for th new follw ':,neutral
b' gunsense exploits suicides others try to prevent them The Health Plan That Tried To Get To Zero Suicides':,neutral
b' gunsense maybes vs proven strategies to reduce amp prevent suicides U dont care about lives only your gun obsession':,neutral
b' helping individuals search inside and question self intended meaning Take it a step further by educating minds pls ':,neutral
b' jsilberne':,neutral
b' jsilberner npr Great piece I read it when I came about Nice to give it another look now ':,admiration
b' MamasGotAGun Grace Durbin biapayne and in some cases easy to get':,neutral
b' nlj922 NPR Psychiatric outreach works suicid':,neutral
b' NPR':,neutral
b' NPR And none of this saved my brother Skylar and my friend He had the support and friends and community This is too simple ':,neutral
b' NPR And when you dont try to save someone you love who you feel might be thinking about it the pain can be devastating ':,love
b' NPR Either the Police are reclassifying homicides as suicides or the returning Veterans arent getting help from the VA ':,neutral
b' NPR Every store that sells guns ammo should be legally required to display Suicide Prevention Hotline brochures ':,neutral
b' NPR LOVE this The attitude that zerosuicide is impossible is what prevents it from being possible SuicidePrevention':,love
b' NPR Many of our mass shootings are suicide in disguise Tell insurance cos to pay for more comprehensive mental health care ':,neutral
b' NPR not to bad':,disapproval
b' NPR thank you so much for providing awareness on this Such an important topic that we dont do nearly enough to address ':,gratitude
b' NPR The truth of the Big Society for the poor If you have nobody and nothing except pain then what is the point ':,neutral
b' NPR This is beyond sad We need to remove the stigma from mental health The more openly we can talk the more lives well save':,sadness
b' NPR we are moving in the wrong direction it seems EndTheStigma':,neutral
b' NPR Why has this become worse under Obama admin nohopenochange':,curiosity
b' NPR yes It is amazing Thank you for posting it ':,gratitude
b' NPRHealt':,neutral
b' NPRHealth And Cardamom Seeds are effective against Herpes Simplex ':,neutral
b' NPRHealth Humgry for lunch Get me some mustard amp pastrami ':,neutral
b' NPRHealth Like lack of a good social culture Good start':,admiration
b' NPRHealth SLATHE IT ':,joy
b' nprmontagne A stunning statistic 3X more Americans die from suicide than homicide ':,neutral
b' ntfabro':,neutral
b' TheRealXPac NPR more deaths than breast cancer because of mammograms screening but it is certainly too many ':,neutral
b' Theres reason to think a full bore effort to treat depression could reduce health costs because untreated depression is associated gt v':,neutral
